ParticipantID,BatteryChargeStartMonth,BatteryChargeStartDay,BatteryChargeStartHour,BatteryChargeStopMonth,BatteryChargeStopDay,BatteryChargeStopHour,ChargingTime(min),Starting_SoC,Ending_SoC,SoC_Diff
ST1081,9,22,8,9,22,15,388.0,0.17,1.0,0.83
ST1077,9,22,14,9,22,16,132.0,0.17,0.58,0.41
ST1084,9,21,20,9,21,20,27.0,0.67,0.83,0.16
ST1085,9,21,21,9,22,1,209.0,0.58,1.0,0.42
ST1076,9,22,7,9,22,8,39.0,0.67,0.75,0.08
ST1092,9,21,18,9,22,1,423.0,0.08,1.0,0.92
ST1103,9,22,6,9,22,10,221.0,0.33,1.0,0.67
ST1103,9,22,11,9,22,13,130.0,0.92,1.0,0.08
ST1090,9,21,14,9,21,16,147.0,0.83,1.0,0.17
ST1091,9,22,6,9,22,6,6.0,0.42,0.5,0.08
ST1086,9,21,19,9,21,22,192.0,0.83,1.0,0.17
ST1104,9,21,20,9,21,20,28.0,1.0,1.0,0.0
ST1102,9,22,18,9,22,18,20.0,0.75,0.83,0.08
ST1105,9,21,23,9,22,0,116.0,0.92,1.0,0.08
ST1079,9,22,17,9,22,22,293.0,0.33,1.0,0.67
WC07,9,22,20,9,23,0,211.0,0.67,1.0,0.33
ST1005,9,22,14,9,22,18,203.0,0.67,1.0,0.33
ST1005,9,23,12,9,23,14,114.0,0.58,0.83,0.25
GC07,9,22,20,9,22,21,63.0,1.0,1.0,0.0
GC07,9,23,14,9,23,15,33.0,0.92,1.0,0.08
ST1022,9,22,13,9,22,13,30.0,0.92,1.0,0.08
ST1022,9,22,13,9,22,14,46.0,1.0,1.0,0.0
ST1022,9,23,7,9,23,9,148.0,0.92,1.0,0.08
ST1022,9,23,13,9,23,15,123.0,0.92,1.0,0.08
MC10,9,23,8,9,23,12,255.0,0.58,1.0,0.42
SS06,9,23,12,9,23,13,30.0,0.17,0.83,0.66
JD05,9,22,23,9,23,5,376.0,0.5,1.0,0.5
MC01,9,23,15,9,23,18,181.0,0.25,0.83,0.58
CRG01,9,22,11,9,22,16,312.0,0.33,1.0,0.67
CRG06,9,23,17,9,23,18,40.0,0.17,0.25,0.08
ST1014,9,23,7,9,23,11,237.0,0.58,1.0,0.42
ST1014,9,23,12,9,23,13,66.0,1.0,1.0,0.0
WC02,9,22,15,9,22,19,274.0,0.42,1.0,0.58
ST1002,9,20,20,9,20,23,187.0,0.58,1.0,0.42
WC11,9,22,21,9,23,3,367.0,0.25,1.0,0.75
SS02,9,21,14,9,21,16,117.0,0.83,1.0,0.17
SS02,9,23,10,9,23,12,126.0,0.83,1.0,0.17
SS09,9,22,16,9,22,18,152.0,0.75,1.0,0.25
JD03,9,22,10,9,22,10,12.0,0.58,0.58,0.0
JD03,9,22,11,9,22,15,204.0,0.42,1.0,0.58
JD03,9,22,18,9,22,22,211.0,0.58,1.0,0.42
MC06,9,22,16,9,22,22,367.0,0.08,1.0,0.92
MC09,9,22,17,9,22,23,330.0,0.25,1.0,0.75
MC07,9,21,17,9,21,19,80.0,0.92,1.0,0.08
SS03,9,23,6,9,23,7,52.0,0.67,0.83,0.16
SS03,9,23,7,9,23,9,68.0,0.83,1.0,0.17
GC04,9,21,18,9,22,0,341.0,0.33,1.0,0.67
GC01,9,23,7,9,23,11,199.0,0.67,1.0,0.33
ST1006,9,22,20,9,23,1,330.0,0.25,1.0,0.75
ST1006,9,23,17,9,23,18,78.0,0.25,0.5,0.25
MC04,9,22,19,9,22,21,125.0,0.83,1.0,0.17
CRG02,9,22,18,9,22,22,203.0,0.58,1.0,0.42
CC07,9,22,17,9,22,21,182.0,0.33,0.83,0.5
ST1001,9,22,21,9,23,4,448.0,0.42,1.0,0.58
ST1001,9,23,14,9,23,15,68.0,0.75,0.83,0.08
ST1013,9,22,20,9,23,4,458.0,0.17,1.0,0.83
ST1010,9,22,20,9,23,1,260.0,0.58,1.0,0.42
ST1019,9,22,19,9,22,22,179.0,0.67,1.0,0.33
ST1019,9,23,11,9,23,12,38.0,0.58,0.83,0.25
ST1007,9,22,20,9,22,23,175.0,0.75,1.0,0.25
ST1029,9,22,20,9,23,2,378.0,0.42,1.0,0.58
ST1029,9,23,9,9,23,16,434.0,0.58,1.0,0.42
ST1029,9,23,20,9,23,20,19.0,0.58,0.83,0.25
ST1023,9,21,20,9,21,22,168.0,0.75,1.0,0.25
ST1027,9,22,15,9,22,21,325.0,0.58,1.0,0.42
MC03,9,22,18,9,22,20,130.0,0.92,1.0,0.08
CRG10,9,19,17,9,19,21,226.0,0.5,1.0,0.5
ST1012,9,22,21,9,22,22,34.0,0.67,0.75,0.08
ST1048,9,20,16,9,20,20,293.0,0.33,1.0,0.67
ST1048,9,23,8,9,23,9,90.0,0.92,1.0,0.08
ST1030,9,22,18,9,22,19,106.0,0.25,0.58,0.33
ST1030,9,23,4,9,23,5,62.0,0.58,0.75,0.17
ST1030,9,23,13,9,23,15,150.0,0.33,0.75,0.42
ST1056,9,22,16,9,22,22,340.0,0.25,1.0,0.75
JD01,9,22,19,9,22,22,214.0,0.5,1.0,0.5
BL08,9,22,16,9,22,20,256.0,0.42,1.0,0.58
SS08,9,22,14,9,22,18,254.0,0.42,1.0,0.58
ST1064,9,22,17,9,22,20,158.0,0.67,1.0,0.33
ST1038,9,22,16,9,22,19,174.0,0.83,1.0,0.17
JD06,9,22,18,9,22,21,188.0,0.67,1.0,0.33
CRG03,9,22,19,9,22,23,281.0,0.42,1.0,0.58
CRG04,9,22,18,9,22,22,266.0,0.58,1.0,0.42
WC04,9,22,20,9,22,20,23.0,0.75,0.83,0.08
ST1035,9,22,15,9,22,19,235.0,0.5,1.0,0.5
WC01,9,23,8,9,23,10,114.0,0.92,1.0,0.08
JD02,9,23,6,9,23,11,319.0,0.58,1.0,0.42
JD09,9,23,5,9,23,5,22.0,0.67,0.67,0.0
ST1037,9,22,17,9,22,22,298.0,0.33,1.0,0.67
SS11,9,22,16,9,22,19,189.0,0.58,1.0,0.42
ST1044,9,23,7,9,23,12,251.0,0.42,1.0,0.58
ST1042,9,22,7,9,22,13,349.0,0.33,1.0,0.67
ST1042,9,23,7,9,23,11,213.0,0.67,1.0,0.33
JD11,9,22,19,9,22,23,247.0,0.42,1.0,0.58
ST1051,9,23,2,9,23,7,280.0,0.42,1.0,0.58
CC09,9,22,18,9,22,21,163.0,0.67,1.0,0.33
WC03,9,22,20,9,23,3,401.0,0.17,1.0,0.83
ST1009,9,22,23,9,23,1,115.0,0.17,0.75,0.58
ST1058,9,22,18,9,22,23,309.0,0.33,1.0,0.67
ST1065,9,22,17,9,22,21,194.0,0.42,1.0,0.58
BL06,9,22,11,9,22,15,241.0,0.5,1.0,0.5
SS207,9,23,11,9,23,15,257.0,0.5,1.0,0.5
ST1045,9,22,23,9,23,4,331.0,0.25,1.0,0.75
ST1045,9,23,9,9,23,9,29.0,0.25,0.83,0.58
ST1055,9,23,7,9,23,11,237.0,0.25,0.83,0.58
ST1053,9,22,22,9,23,3,295.0,0.33,1.0,0.67
JD04,9,22,23,9,23,3,224.0,0.17,0.75,0.58
ST1061,9,23,3,9,23,4,119.0,0.08,0.75,0.67
ST1061,9,23,13,9,23,14,66.0,0.25,0.42,0.17
YH01,9,23,13,9,23,15,120.0,0.58,0.92,0.34
YH10,9,22,19,9,22,23,220.0,0.67,1.0,0.33
BL02,9,22,16,9,22,19,191.0,0.67,1.0,0.33
SW10,9,22,17,9,22,20,169.0,0.75,1.0,0.25
SW10,9,23,9,9,23,9,23.0,0.33,0.83,0.5
SW10,9,23,9,9,23,10,21.0,0.58,0.83,0.25
SW10,9,23,20,9,23,20,24.0,0.25,0.83,0.58
SW10,9,23,21,9,23,21,26.0,0.33,0.83,0.5
BL01,9,22,19,9,22,22,174.0,0.67,1.0,0.33
BL01,9,23,8,9,23,12,197.0,0.58,1.0,0.42
YH11,9,23,9,9,23,16,404.0,0.33,1.0,0.67
ST1066,9,22,10,9,22,12,106.0,0.92,1.0,0.08
ST1083,9,22,20,9,22,21,30.0,0.17,0.83,0.66
ST1083,9,22,22,9,23,2,251.0,0.58,1.0,0.42
SW01,9,23,8,9,23,12,258.0,0.5,0.92,0.42
SW11,9,22,19,9,22,21,125.0,0.08,0.33,0.25
SW11,9,23,4,9,23,6,99.0,0.33,0.5,0.17
SW11,9,23,12,9,23,15,164.0,0.25,0.5,0.25
YH08,9,22,18,9,22,21,205.0,0.67,1.0,0.33
YH08,9,23,15,9,23,16,65.0,0.58,0.75,0.17
ST1096,9,22,16,9,22,21,300.0,0.58,1.0,0.42
BL04,9,22,22,9,23,5,455.0,0.08,1.0,0.92
SW05,9,23,12,9,23,16,235.0,0.42,0.83,0.41
SS206,9,22,19,9,22,21,125.0,0.42,0.75,0.33
SS206,9,22,23,9,22,23,0.0,0.75,0.75,0.0
SS211,9,23,4,9,23,9,295.0,0.42,1.0,0.58
ST1082,9,22,20,9,23,0,246.0,0.75,1.0,0.25
ST1082,9,23,11,9,23,12,63.0,1.0,1.0,0.0
ST1099,9,22,18,9,23,3,509.0,0.08,1.0,0.92
ST1107,9,23,11,9,23,11,47.0,0.5,0.92,0.42
ST1087,9,23,0,9,23,5,340.0,0.17,1.0,0.83
ST1074,9,22,21,9,23,1,237.0,0.5,1.0,0.5
ST1074,9,23,17,9,23,21,239.0,0.5,0.83,0.33
ST1072,9,22,23,9,23,3,255.0,0.67,1.0,0.33
ST1072,9,23,10,9,23,11,61.0,0.33,0.5,0.17
ST1072,9,23,16,9,23,17,14.0,0.0,0.42,0.42
ST1075,9,23,6,9,23,6,29.0,0.08,0.75,0.67
ST1075,9,23,17,9,23,19,83.0,0.33,0.58,0.25
ST1075,9,23,20,9,23,23,227.0,0.5,1.0,0.5
ST1075,9,24,0,9,24,1,18.0,0.25,0.75,0.5
ST1080,9,23,8,9,23,11,203.0,0.17,0.83,0.66
ST1078,9,23,0,9,23,5,358.0,0.17,1.0,0.83
ST1101,9,22,21,9,23,1,240.0,0.5,1.0,0.5
ST1101,9,23,8,9,23,8,6.0,1.0,1.0,0.0
ST1098,9,22,16,9,22,17,93.0,0.58,0.67,0.09
ST1094,9,23,8,9,23,11,196.0,0.75,1.0,0.25
ST1084,9,22,18,9,22,18,44.0,0.58,0.83,0.25
ST1084,9,23,17,9,23,18,71.0,0.42,0.83,0.41
ST1095,9,23,9,9,23,10,86.0,0.25,0.5,0.25
ST1095,9,23,15,9,23,16,88.0,0.08,0.33,0.25
ST1103,9,22,23,9,23,5,368.0,0.17,1.0,0.83
ST1103,9,23,7,9,23,9,106.0,0.83,1.0,0.17
ST1103,9,23,11,9,23,12,43.0,1.0,1.0,0.0
ST1103,9,23,17,9,23,19,118.0,0.83,1.0,0.17
ST1086,9,22,21,9,23,0,187.0,0.42,1.0,0.58
ST1086,9,23,17,9,23,17,15.0,0.42,0.42,0.0
ST1104,9,22,17,9,22,23,316.0,0.58,1.0,0.42
GC10,9,23,21,9,24,7,590.0,0.0,1.0,1.0
GC10,9,24,11,9,24,17,388.0,0.42,1.0,0.58
ST1079,9,23,17,9,23,23,328.0,0.25,1.0,0.75
ST1020,9,23,14,9,23,19,268.0,0.42,1.0,0.58
WC05,9,23,13,9,23,16,229.0,0.5,1.0,0.5
ST1005,9,23,16,9,23,19,143.0,0.83,1.0,0.17
ST1005,9,24,10,9,24,11,116.0,0.92,1.0,0.08
GC07,9,23,15,9,23,17,80.0,1.0,1.0,0.0
ST1022,9,24,7,9,24,9,150.0,0.92,1.0,0.08
MC10,9,23,21,9,23,22,111.0,0.83,1.0,0.17
SS06,9,23,19,9,24,0,294.0,0.33,1.0,0.67
ST1011,9,23,5,9,23,10,283.0,0.33,0.83,0.5
ST1004,9,23,23,9,24,2,179.0,0.67,1.0,0.33
GC08,9,23,17,9,23,19,160.0,0.75,1.0,0.25
CRG01,9,24,10,9,24,11,54.0,0.5,1.0,0.5
ST1003,9,23,19,9,23,19,14.0,0.5,0.75,0.25
ST1003,9,23,21,9,24,0,203.0,0.58,1.0,0.42
ST1014,9,24,7,9,24,10,184.0,0.67,1.0,0.33
WC02,9,24,15,9,24,18,171.0,0.33,0.83,0.5
ST1002,9,23,18,9,23,22,228.0,0.5,1.0,0.5
ST1021,9,24,11,9,24,14,177.0,0.17,0.67,0.5
ST1032,9,23,19,9,24,1,325.0,0.33,1.0,0.67
WC11,9,23,18,9,23,23,300.0,0.42,1.0,0.58
WC06,9,22,13,9,22,16,160.0,0.67,1.0,0.33
SS02,9,23,16,9,23,17,106.0,0.92,1.0,0.08
SS02,9,24,17,9,24,18,42.0,0.58,0.67,0.09
JD03,9,23,10,9,23,13,217.0,0.33,1.0,0.67
JD03,9,23,15,9,23,15,24.0,0.67,0.67,0.0
JD03,9,23,19,9,24,0,269.0,0.42,1.0,0.58
MC02,9,23,21,9,24,2,308.0,0.42,1.0,0.58
MC09,9,23,15,9,23,20,282.0,0.42,1.0,0.58
MC07,9,23,19,9,23,23,256.0,0.5,1.0,0.5
SS03,9,23,20,9,23,23,222.0,0.5,1.0,0.5
SS03,9,24,10,9,24,11,39.0,0.58,0.67,0.09
GC01,9,24,9,9,24,11,137.0,0.83,1.0,0.17
ST1006,9,23,19,9,23,23,270.0,0.5,1.0,0.5
MC04,9,23,18,9,24,0,359.0,0.17,1.0,0.83
CC04,9,23,19,9,23,22,159.0,0.75,1.0,0.25
ST1013,9,23,20,9,24,1,278.0,0.67,1.0,0.33
ST1007,9,24,13,9,24,15,132.0,0.83,1.0,0.17
ST1029,9,24,7,9,24,14,428.0,0.5,1.0,0.5
ST1023,9,23,21,9,24,3,312.0,0.25,1.0,0.75
ST1027,9,23,20,9,23,23,137.0,0.75,1.0,0.25
ST1012,9,23,20,9,23,22,73.0,0.58,0.75,0.17
ST1048,9,24,8,9,24,11,164.0,0.75,1.0,0.25
ST1052,9,18,18,9,18,22,255.0,0.42,1.0,0.58
JD01,9,23,21,9,24,0,195.0,0.58,1.0,0.42
BL08,9,23,12,9,23,15,158.0,0.83,1.0,0.17
GC09,9,23,18,9,23,21,226.0,0.42,1.0,0.58
ST1064,9,24,6,9,24,7,48.0,0.58,0.75,0.17
ST1064,9,24,11,9,24,12,90.0,0.33,0.67,0.34
CRG03,9,24,8,9,24,15,393.0,0.25,0.92,0.67
CRG03,9,24,16,9,24,16,23.0,0.58,0.92,0.34
WC08,9,22,17,9,22,17,0.0,0.58,0.58,0.0
WC08,9,22,17,9,22,21,200.0,0.58,1.0,0.42
WC04,9,24,18,9,24,19,99.0,0.5,0.75,0.25
ST1035,9,23,15,9,23,20,293.0,0.33,1.0,0.67
ST1035,9,24,10,9,24,13,167.0,0.5,1.0,0.5
BL03,9,22,17,9,22,19,157.0,0.33,0.83,0.5
WC01,9,23,13,9,23,17,225.0,0.67,1.0,0.33
SS07,9,18,18,9,18,21,161.0,0.75,1.0,0.25
SS07,9,19,18,9,19,22,246.0,0.58,1.0,0.42
SS07,9,20,16,9,20,18,130.0,0.75,1.0,0.25
SS07,9,21,14,9,21,15,21.0,0.67,0.67,0.0
SS07,9,21,15,9,21,16,23.0,0.67,0.67,0.0
SS07,9,21,16,9,21,19,206.0,0.67,1.0,0.33
SS07,9,22,20,9,22,23,205.0,0.75,1.0,0.25
SS07,9,23,19,9,23,22,192.0,0.75,1.0,0.25
SS07,9,24,7,9,24,8,28.0,0.83,0.92,0.09
SS07,9,24,8,9,24,10,135.0,0.83,1.0,0.17
JD02,9,24,6,9,24,13,391.0,0.58,1.0,0.42
JD09,9,23,20,9,24,1,318.0,0.33,1.0,0.67
ST1037,9,23,17,9,24,1,481.0,0.17,1.0,0.83
SS11,9,23,20,9,23,23,203.0,0.67,1.0,0.33
ST1044,9,24,8,9,24,13,307.0,0.33,1.0,0.67
SS204,9,23,20,9,24,2,359.0,0.42,1.0,0.58
ST1042,9,24,7,9,24,11,236.0,0.58,1.0,0.42
ST1043,9,23,18,9,24,0,375.0,0.5,1.0,0.5
ST1047,9,23,22,9,24,2,236.0,0.58,1.0,0.42
ST1041,9,24,19,9,24,19,29.0,0.17,0.75,0.58
ST1051,9,24,2,9,24,7,280.0,0.5,1.0,0.5
CC09,9,23,18,9,23,21,160.0,0.67,1.0,0.33
ST1009,9,23,23,9,24,1,121.0,0.17,0.75,0.58
ST1058,9,23,20,9,24,1,300.0,0.42,1.0,0.58
SS201,9,23,17,9,23,23,329.0,0.33,1.0,0.67
SS205,9,24,8,9,24,11,170.0,0.08,0.42,0.34
SS205,9,24,11,9,24,16,308.0,0.42,0.92,0.5
ST1065,9,23,17,9,23,20,171.0,0.58,1.0,0.42
ST1065,9,24,9,9,24,12,164.0,0.75,1.0,0.25
SS210,9,23,21,9,24,4,420.0,0.08,1.0,0.92
YH05,9,24,9,9,24,12,134.0,0.58,0.83,0.25
YH09,9,24,8,9,24,8,19.0,0.58,0.83,0.25
YH09,9,24,9,9,24,13,236.0,0.58,1.0,0.42
SS212,9,24,13,9,24,14,32.0,0.25,0.25,0.0
ST1055,9,23,20,9,23,22,92.0,0.33,0.58,0.25
ST1055,9,24,7,9,24,13,383.0,0.25,1.0,0.75
JD10,9,22,0,9,22,3,197.0,0.25,0.75,0.5
JD10,9,23,0,9,23,0,0.0,0.83,0.83,0.0
JD10,9,24,0,9,24,0,0.0,0.83,0.83,0.0
JD04,9,23,23,9,24,2,197.0,0.25,0.75,0.5
JD04,9,24,12,9,24,12,5.0,0.58,0.58,0.0
JD04,9,24,12,9,24,16,220.0,0.58,1.0,0.42
JD04,9,24,16,9,24,17,55.0,1.0,1.0,0.0
ST1061,9,24,3,9,24,4,81.0,0.33,0.75,0.42
ST1061,9,24,13,9,24,14,25.0,0.25,0.33,0.08
ST1061,9,24,14,9,24,16,80.0,0.33,0.83,0.5
YH03,9,24,13,9,24,16,166.0,0.42,0.83,0.41
YH10,9,23,19,9,24,0,264.0,0.58,1.0,0.42
BL02,9,23,17,9,23,20,183.0,0.58,1.0,0.42
SW10,9,23,22,9,24,3,301.0,0.33,1.0,0.67
BL01,9,23,18,9,23,19,79.0,0.92,1.0,0.08
BL01,9,24,15,9,24,16,43.0,0.08,0.17,0.09
YH12,9,24,7,9,24,13,349.0,0.08,1.0,0.92
YH11,9,24,6,9,24,13,402.0,0.25,1.0,0.75
ST1083,9,23,17,9,23,21,259.0,0.42,1.0,0.58
SW01,9,24,8,9,24,13,336.0,0.5,1.0,0.5
SW11,9,24,7,9,24,13,350.0,0.5,1.0,0.5
YH08,9,24,9,9,24,13,232.0,0.83,1.0,0.17
YH08,9,24,17,9,24,17,9.0,0.83,0.83,0.0
YH14,9,23,16,9,23,23,462.0,0.25,1.0,0.75
ST1096,9,24,9,9,24,13,224.0,0.67,1.0,0.33
ST1054,9,23,10,9,23,12,116.0,0.08,0.33,0.25
ST1054,9,24,9,9,24,10,98.0,0.08,0.17,0.09
ST1054,9,24,11,9,24,14,139.0,0.08,0.25,0.17
SS206,9,23,19,9,23,21,106.0,0.5,0.75,0.25
SS206,9,23,23,9,23,23,0.0,0.83,0.83,0.0
SS211,9,24,4,9,24,10,356.0,0.25,1.0,0.75
ST1082,9,23,20,9,24,2,356.0,0.5,1.0,0.5
ST1082,9,24,7,9,24,8,73.0,1.0,1.0,0.0
ST1099,9,23,19,9,24,3,454.0,0.17,1.0,0.83
ST1087,9,24,0,9,24,5,305.0,0.42,1.0,0.58
ST1062,9,24,0,9,24,3,204.0,0.25,0.75,0.5
ST1074,9,23,22,9,24,2,264.0,0.5,1.0,0.5
ST1069,9,22,18,9,22,23,285.0,0.42,1.0,0.58
ST1068,9,23,17,9,24,1,432.0,0.08,1.0,0.92
ST1075,9,24,5,9,24,5,22.0,0.0,0.58,0.58
ST1075,9,24,6,9,24,6,31.0,0.0,0.83,0.83
ST1075,9,24,8,9,24,9,42.0,0.17,0.92,0.75
ST1075,9,24,10,9,24,11,25.0,0.25,0.83,0.58
ST1075,9,24,13,9,24,13,2.0,0.92,0.92,0.0
ST1075,9,24,20,9,24,20,3.0,0.17,0.17,0.0
ST1080,9,23,19,9,23,21,116.0,0.5,0.83,0.33
ST1101,9,23,18,9,23,23,306.0,0.33,1.0,0.67
ST1098,9,23,20,9,24,6,600.0,0.17,1.0,0.83
ST1094,9,24,14,9,24,14,1.0,0.42,0.42,0.0
ST1094,9,24,17,9,24,17,36.0,0.17,0.33,0.16
ST1100,9,23,17,9,24,1,465.0,0.42,1.0,0.58
ST1077,9,24,14,9,24,14,26.0,0.25,0.83,0.58
ST1084,9,23,21,9,23,23,131.0,0.75,1.0,0.25
ST1085,9,23,17,9,23,22,326.0,0.25,1.0,0.75
ST1076,9,23,10,9,23,15,327.0,0.33,1.0,0.67
ST1076,9,24,6,9,24,6,0.0,1.0,1.0,0.0
ST1095,9,23,18,9,24,0,360.0,0.08,1.0,0.92
ST1103,9,24,0,9,24,5,289.0,0.33,1.0,0.67
ST1103,9,24,8,9,24,10,127.0,0.83,1.0,0.17
ST1090,9,23,16,9,23,21,295.0,0.33,0.83,0.5
ST1091,9,23,17,9,23,19,121.0,0.75,1.0,0.25
ST1086,9,23,18,9,23,21,186.0,0.33,1.0,0.67
ST1104,9,23,20,9,24,1,331.0,0.58,1.0,0.42
ST1102,9,24,19,9,24,20,53.0,0.83,1.0,0.17
ST1105,9,24,13,9,24,15,124.0,0.17,0.5,0.33
GC10,9,25,13,9,25,14,59.0,0.17,0.92,0.75
ST1079,9,24,17,9,24,22,312.0,0.33,1.0,0.67
ST1020,9,24,18,9,24,21,200.0,0.67,1.0,0.33
WC07,9,24,15,9,24,19,271.0,0.42,1.0,0.58
WC05,9,24,22,9,25,3,335.0,0.42,1.0,0.58
ST1005,9,24,16,9,24,19,150.0,0.75,1.0,0.25
ST1005,9,25,11,9,25,12,42.0,0.75,0.92,0.17
GC07,9,24,19,9,24,21,153.0,0.75,1.0,0.25
ST1022,9,25,7,9,25,10,169.0,0.75,1.0,0.25
ST1022,9,25,15,9,25,16,86.0,0.92,1.0,0.08
SS06,9,24,19,9,25,0,267.0,0.5,1.0,0.5
JD05,9,24,19,9,25,1,348.0,0.17,1.0,0.83
MC01,9,25,11,9,25,12,70.0,0.5,0.67,0.17
ST1004,9,24,23,9,25,3,224.0,0.58,1.0,0.42
GC03,9,24,15,9,24,19,242.0,0.58,1.0,0.42
GC08,9,24,18,9,24,20,120.0,0.92,1.0,0.08
ST1000,9,25,15,9,25,16,51.0,0.33,1.0,0.67
CRG01,9,24,14,9,24,19,328.0,0.33,1.0,0.67
ST1003,9,24,21,9,25,0,188.0,0.75,1.0,0.25
ST1014,9,25,7,9,25,9,121.0,0.58,0.92,0.34
WC02,9,24,21,9,25,1,263.0,0.5,1.0,0.5
ST1002,9,24,18,9,25,0,365.0,0.17,1.0,0.83
ST1018,9,24,20,9,25,1,269.0,0.5,1.0,0.5
ST1032,9,24,15,9,24,20,256.0,0.5,1.0,0.5
WC06,9,25,14,9,25,16,100.0,0.75,1.0,0.25
SS02,9,24,18,9,24,22,214.0,0.67,1.0,0.33
MC05,9,24,15,9,24,15,15.0,0.08,0.08,0.0
MC05,9,24,15,9,24,21,360.0,0.08,1.0,0.92
JD03,9,24,10,9,24,13,184.0,0.42,1.0,0.58
JD03,9,24,16,9,24,20,207.0,0.58,1.0,0.42
MC07,9,24,17,9,24,23,309.0,0.33,1.0,0.67
MC07,9,25,12,9,25,14,154.0,0.75,1.0,0.25
MC07,9,25,16,9,25,17,56.0,1.0,1.0,0.0
SS03,9,24,20,9,25,0,261.0,0.42,1.0,0.58
SS03,9,25,12,9,25,13,56.0,0.58,0.75,0.17
GC04,9,23,19,9,23,21,118.0,0.92,1.0,0.08
ST1006,9,24,20,9,25,1,302.0,0.33,1.0,0.67
MC04,9,24,18,9,25,0,355.0,0.17,1.0,0.83
CRG02,9,24,18,9,24,23,314.0,0.25,1.0,0.75
ST1013,9,24,20,9,25,1,315.0,0.5,1.0,0.5
ST1019,9,25,7,9,25,12,283.0,0.17,1.0,0.83
ST1029,9,24,20,9,25,1,295.0,0.67,1.0,0.33
ST1029,9,25,13,9,25,13,15.0,0.42,0.75,0.33
ST1023,9,24,17,9,24,21,221.0,0.5,1.0,0.5
ST1028,9,25,3,9,25,5,154.0,0.33,0.75,0.42
ST1012,9,24,21,9,24,22,36.0,0.67,0.75,0.08
ST1012,9,25,17,9,25,18,37.0,0.5,0.58,0.08
ST1030,9,24,14,9,24,15,52.0,0.42,0.58,0.16
ST1030,9,25,8,9,25,12,208.0,0.5,1.0,0.5
JD06,9,24,20,9,25,3,415.0,0.17,1.0,0.83
ST1057,9,25,16,9,25,16,29.0,0.08,0.83,0.75
JD07,9,24,23,9,25,2,205.0,0.67,1.0,0.33
CRG03,9,25,8,9,25,15,393.0,0.17,0.83,0.66
WC08,9,24,22,9,25,2,254.0,0.58,1.0,0.42
WC08,9,25,12,9,25,13,75.0,0.58,0.83,0.25
CRG04,9,24,17,9,24,22,301.0,0.42,1.0,0.58
CRG07,9,25,6,9,25,7,48.0,0.42,0.58,0.16
WC04,9,24,20,9,24,22,76.0,0.58,0.83,0.25
ST1035,9,25,7,9,25,10,133.0,0.42,0.75,0.33
SS07,9,24,23,9,25,3,246.0,0.75,1.0,0.25
SS07,9,25,7,9,25,9,96.0,0.92,1.0,0.08
JD02,9,25,6,9,25,11,281.0,0.67,1.0,0.33
ST1037,9,24,18,9,24,23,344.0,0.25,1.0,0.75
SS11,9,24,17,9,24,19,158.0,0.75,1.0,0.25
ST1044,9,25,9,9,25,13,251.0,0.17,0.83,0.66
ST1042,9,24,18,9,24,22,255.0,0.58,1.0,0.42
ST1042,9,25,7,9,25,9,118.0,0.92,1.0,0.08
ST1043,9,24,18,9,25,4,553.0,0.17,1.0,0.83
ST1047,9,24,22,9,25,1,221.0,0.75,1.0,0.25
JD11,9,24,16,9,24,22,343.0,0.17,1.0,0.83
ST1051,9,25,2,9,25,6,247.0,0.5,1.0,0.5
CC09,9,24,19,9,24,22,167.0,0.67,1.0,0.33
ST1046,9,24,22,9,25,7,547.0,0.25,1.0,0.75
ST1009,9,24,23,9,25,1,116.0,0.17,0.75,0.58
ST1058,9,24,17,9,24,22,319.0,0.42,1.0,0.58
SS205,9,25,8,9,25,9,84.0,0.58,0.75,0.17
ST1065,9,24,16,9,24,19,211.0,0.33,1.0,0.67
ST1065,9,25,8,9,25,9,87.0,0.5,0.75,0.25
ST1065,9,25,9,9,25,10,35.0,0.75,0.92,0.17
ST1065,9,25,10,9,25,12,109.0,0.92,1.0,0.08
YH05,9,24,18,9,25,0,339.0,0.58,1.0,0.42
YH09,9,24,23,9,25,4,335.0,0.25,1.0,0.75
SS207,9,24,17,9,24,23,342.0,0.25,1.0,0.75
SS212,9,24,18,9,25,0,366.0,0.25,1.0,0.75
ST1060,9,25,6,9,25,8,77.0,1.0,1.0,0.0
ST1045,9,24,23,9,25,4,333.0,0.25,1.0,0.75
YH06,9,24,14,9,24,21,398.0,0.17,1.0,0.83
ST1050,9,24,14,9,24,18,223.0,0.58,1.0,0.42
ST1053,9,24,21,9,25,6,547.0,0.17,1.0,0.83
JD10,9,24,23,9,25,2,171.0,0.83,1.0,0.17
JD10,9,25,10,9,25,13,156.0,0.17,0.42,0.25
JD10,9,25,15,9,25,15,22.0,0.08,0.75,0.67
ST1061,9,25,1,9,25,5,253.0,0.08,1.0,0.92
YH03,9,25,14,9,25,16,97.0,0.58,0.83,0.25
YH10,9,24,17,9,24,22,265.0,0.58,1.0,0.42
BL02,9,24,18,9,24,22,262.0,0.58,1.0,0.42
BL01,9,24,18,9,24,18,1.0,0.08,0.08,0.0
BL01,9,24,18,9,25,0,381.0,0.08,1.0,0.92
BL01,9,25,8,9,25,12,207.0,0.58,1.0,0.42
BL01,9,25,15,9,25,16,58.0,0.42,0.58,0.16
